ID_Cenario,ID_Regra,Nome_Regra,Tela,Arquivo_Inventario,QA_Executor,Data_Execucao,Conta_QA,Veredito_Humano,Evidencia,TL_Validado,Observacao
CT-RN-PROMO-034-F,RN-PROMO-034,Rodapé de fontes,Promoções,06-PROMOCOES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/lote-fila-smoke-2026-09-23.png,,Passos CSV pendentes; smoke rota relacionada OK.
CT-RN-PROMO-035-F,RN-PROMO-035,Tamanho da primeira página promo,Promoções,06-PROMOCOES.md,,,,,,,
CT-RN-SERIES-001-F,RN-SERIES-001,Conteúdo na primeira abertura,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-002-F,RN-SERIES-002,Atualização gradual,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-003-F,RN-SERIES-003,Falha no carregamento inicial,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-004-F,RN-SERIES-004,Texto do cabeçalho,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-005-F,RN-SERIES-005,Gaveta O que vem aí,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-006-F,RN-SERIES-006,Sem gaveta Em cartaz,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-007-F,RN-SERIES-007,Ações na gaveta,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-008-F,RN-SERIES-008,Gaveta após a página,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-009-F,RN-SERIES-009,Sem atalhos Em Cartaz/Populares,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-010-F,RN-SERIES-010,Ordem alfabética padrão,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-011-F,RN-SERIES-011,Ordenação por popularidade (catálogo),Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-012-F,RN-SERIES-012,Gênero “Todos”,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-013-F,RN-SERIES-013,Capitalização do gênero,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-014-F,RN-SERIES-014,Ano “Todos”,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-015-F,RN-SERIES-015,Filtro por ano de estreia,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-016-F,RN-SERIES-016,Filtro por mês de estreia,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-017-F,RN-SERIES-017,Mês sem ano,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-018-F,RN-SERIES-018,Meses em português,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-019-F,RN-SERIES-019,Filtro por plataforma,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-020-F,RN-SERIES-020,Filtro por status,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-021-F,RN-SERIES-021,Sem recarga duplicada na abertura,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-022-F,RN-SERIES-022,Mudança de filtro recarrega,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-023-F,RN-SERIES-023,Atualização após sync,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-024-F,RN-SERIES-024,Spinner ao filtrar,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-025-F,RN-SERIES-025,Contador com total global,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-026-F,RN-SERIES-026,Contador em carregamento,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-027-F,RN-SERIES-027,Grade responsiva,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-028-F,RN-SERIES-028,Nenhum resultado,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-029-F,RN-SERIES-029,Falha ao recarregar,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-030-F,RN-SERIES-030,Listagem mais permissiva que a home,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-031-F,RN-SERIES-031,Lote inicial na grade,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-032-F,RN-SERIES-032,Cards com gêneros e streaming,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-033-F,RN-SERIES-033,Gêneros visíveis no card,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-034-F,RN-SERIES-034,Conteúdo pode demorar a refletir,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-035-F,RN-SERIES-035,Opções de filtro coerentes,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-036-F,RN-SERIES-036,Anos de estreia no filtro,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-037-F,RN-SERIES-037,Status em português,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-038-F,RN-SERIES-038,Home exige qualidade mínima,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-039-F,RN-SERIES-039,Home exige ≥ 2 episódios,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-040-F,RN-SERIES-040,Home exige pôster e sinopse,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-041-F,RN-SERIES-041,Engajamento na home,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-042-F,RN-SERIES-042,Nota mínima na home,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-043-F,RN-SERIES-043,Estreias planejadas no carrossel mensal,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-044-F,RN-SERIES-044,Data do episódio na timeline home,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-045-F,RN-SERIES-045,Ordem no carrossel mensal,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-046-F,RN-SERIES-046,Carrossel por ano (home),Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-047-F,RN-SERIES-047,Ano sem dia confirmado (home),Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-048-F,RN-SERIES-048,Contexto de temporadas na home,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-049-F,RN-SERIES-049,Formato do card home vs grade,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-050-F,RN-SERIES-050,Limite de itens no carrossel home,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-051-F,RN-SERIES-051,Detalhe pelo card,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-052-F,RN-SERIES-052,Episódios por temporada,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-053-F,RN-SERIES-053,Sem edição pública,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-054-F,RN-SERIES-054,Filtros habilitados,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-055-F,RN-SERIES-055,Contador coerente,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-056-F,RN-SERIES-056,Recarregar reseta filtros,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-057-F,RN-SERIES-057,Listagem ampla sem filtro,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-058-F,RN-SERIES-058,Gêneros só com séries,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-059-F,RN-SERIES-059,Plataformas só com séries,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-060-F,RN-SERIES-060,Erro total na listagem,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-061-F,RN-SERIES-061,Erro nos filtros,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
CT-RN-SERIES-062-F,RN-SERIES-062,Série planejada na listagem,Séries,03-SERIES.md,Supervisor IA,2026-09-23,anon-prod-vercel,BLOQUEADO,evidencias/CT-RN-SERIES-smoke/,,PASS robô pré-#155 era só h1; passos CSV pendentes.
