Pacote,Camada_Testagem,ID_Regra,Nome_Regra,Arquivo_Inventario,Tela_Resumo,ID_Cenario,Titulo_Cenario,Objetivo,Tipo_Testagem,Pre_condicoes_TestE,Passos,Resultado_Esperado,Dados_Conta_Ambiente,Impedimentos_Conhecidos,Status_Elaboracao,QA_Autor,Data_Elaboracao,TL_Auditoria,TL_Comentario,TL_Data,Exploratorio_Validado
camadas-v1,Feliz,RN-SERIES-021,Sem recarga duplicada na abertura,03-SERIES.md,Séries,CT-RN-SERIES-021-F,Feliz: Sem recarga duplicada na abertura,Caminho principal que confirma a regra RN-SERIES-021 (Sem recarga duplicada na abertura).,Funcional manual,Primeira visita OK.,"1. Abrir o site e navegar até **Séries**.
2. Abrir página e aguardar.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Conteúdo estável até mudar filtro.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-021,Sem recarga duplicada na abertura,03-SERIES.md,Séries,CT-RN-SERIES-021-N,Negativo: Sem recarga duplicada na abertura — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-021, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Primeira visita OK.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Primeira visita OK..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-021,Sem recarga duplicada na abertura,03-SERIES.md,Séries,CT-RN-SERIES-021-E,Exploratório: Sem recarga duplicada na abertura — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-021 após o caminho feliz.,Exploratório guiado,Primeira visita OK.,"**Charter (15 min)** — área: **Séries** · regra: Sem recarga duplicada na abertura.
**Contexto:** Abrir Séries não dispara segundo loading imediato.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-022,Mudança de filtro recarrega,03-SERIES.md,Séries,CT-RN-SERIES-022-F,Feliz: Mudança de filtro recarrega,Caminho principal que confirma a regra RN-SERIES-022 (Mudança de filtro recarrega).,Funcional manual,Qualquer filtro mudado.,"1. Abrir o site e navegar até **Séries**.
2. Trocar gênero.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Spinner + nova lista.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-022,Mudança de filtro recarrega,03-SERIES.md,Séries,CT-RN-SERIES-022-N,Negativo: Mudança de filtro recarrega — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-022, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Qualquer filtro mudado.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Qualquer filtro mudado..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-022,Mudança de filtro recarrega,03-SERIES.md,Séries,CT-RN-SERIES-022-E,Exploratório: Mudança de filtro recarrega — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-022 após o caminho feliz.,Exploratório guiado,Qualquer filtro mudado.,"**Charter (15 min)** — área: **Séries** · regra: Mudança de filtro recarrega.
**Contexto:** Alterar select atualiza grade.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-023,Atualização após sync,03-SERIES.md,Séries,CT-RN-SERIES-023-F,Feliz: Atualização após sync,Caminho principal que confirma a regra RN-SERIES-023 (Atualização após sync).,Funcional manual,Sync em andamento.,"1. Abrir o site e navegar até **Séries**.
2. Manter Séries aberta durante sync.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Cards/contador mudam sem F5.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-023,Atualização após sync,03-SERIES.md,Séries,CT-RN-SERIES-023-N,Negativo: Atualização após sync — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-023, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Sync em andamento.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Sync em andamento..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-023,Atualização após sync,03-SERIES.md,Séries,CT-RN-SERIES-023-E,Exploratório: Atualização após sync — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-023 após o caminho feliz.,Exploratório guiado,Sync em andamento.,"**Charter (15 min)** — área: **Séries** · regra: Atualização após sync.
**Contexto:** Sync do catálogo pode atualizar a grade com a página aberta.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-024,Spinner ao filtrar,03-SERIES.md,Séries,CT-RN-SERIES-024-F,Feliz: Spinner ao filtrar,Caminho principal que confirma a regra RN-SERIES-024 (Spinner ao filtrar).,Funcional manual,Filtro alterado.,"1. Abrir o site e navegar até **Séries**.
2. Trocar filtro.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Spinner até concluir.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-024,Spinner ao filtrar,03-SERIES.md,Séries,CT-RN-SERIES-024-N,Negativo: Spinner ao filtrar — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-024, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Filtro alterado.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Filtro alterado..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-024,Spinner ao filtrar,03-SERIES.md,Séries,CT-RN-SERIES-024-E,Exploratório: Spinner ao filtrar — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-024 após o caminho feliz.,Exploratório guiado,Filtro alterado.,"**Charter (15 min)** — área: **Séries** · regra: Spinner ao filtrar.
**Contexto:** Loading central substitui grade.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-025,Contador com total global,03-SERIES.md,Séries,CT-RN-SERIES-025-F,Feliz: Contador com total global,Caminho principal que confirma a regra RN-SERIES-025 (Contador com total global).,Funcional manual,> ~48 séries no filtro.,"1. Abrir o site e navegar até **Séries**.
2. Filtro amplo.
3. Ler contador.
4. Confirmar na tela o **resultado feliz** descrito na regra.",Contador alto com subconjunto na grade.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-025,Contador com total global,03-SERIES.md,Séries,CT-RN-SERIES-025-N,Negativo: Contador com total global — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-025, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: > ~48 séries no filtro.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: > ~48 séries no filtro..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-025,Contador com total global,03-SERIES.md,Séries,CT-RN-SERIES-025-E,Exploratório: Contador com total global — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-025 após o caminho feliz.,Exploratório guiado,> ~48 séries no filtro.,"**Charter (15 min)** — área: **Séries** · regra: Contador com total global.
**Contexto:** “X séries encontradas” usa total lógico do filtro.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-026,Contador em carregamento,03-SERIES.md,Séries,CT-RN-SERIES-026-F,Feliz: Contador em carregamento,Caminho principal que confirma a regra RN-SERIES-026 (Contador em carregamento).,Funcional manual,Filtro recém-alterado.,"1. Abrir o site e navegar até **Séries**.
2. Trocar filtro rapidamente.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Sem número antigo.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-026,Contador em carregamento,03-SERIES.md,Séries,CT-RN-SERIES-026-N,Negativo: Contador em carregamento — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-026, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Filtro recém-alterado.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Filtro recém-alterado..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-026,Contador em carregamento,03-SERIES.md,Séries,CT-RN-SERIES-026-E,Exploratório: Contador em carregamento — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-026 após o caminho feliz.,Exploratório guiado,Filtro recém-alterado.,"**Charter (15 min)** — área: **Séries** · regra: Contador em carregamento.
**Contexto:** Texto **Carregando...** durante busca.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-027,Grade responsiva,03-SERIES.md,Séries,CT-RN-SERIES-027-F,Feliz: Grade responsiva,Caminho principal que confirma a regra RN-SERIES-027 (Grade responsiva).,Funcional manual,Resultados > 0.,"1. Abrir o site e navegar até **Séries**.
2. Redimensionar janela.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Layout adapta ao viewport.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-027,Grade responsiva,03-SERIES.md,Séries,CT-RN-SERIES-027-N,Negativo: Grade responsiva — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-027, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Resultados > 0.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Resultados > 0..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-027,Grade responsiva,03-SERIES.md,Séries,CT-RN-SERIES-027-E,Exploratório: Grade responsiva — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-027 após o caminho feliz.,Exploratório guiado,Resultados > 0.,"**Charter (15 min)** — área: **Séries** · regra: Grade responsiva.
**Contexto:** 2–5 colunas; cards ~210px.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-028,Nenhum resultado,03-SERIES.md,Séries,CT-RN-SERIES-028-F,Feliz: Nenhum resultado,Caminho principal que confirma a regra RN-SERIES-028 (Nenhum resultado).,Funcional manual,Combinação impossível.,"1. Abrir o site e navegar até **Séries**.
2. Filtro restritivo.
3. Confirmar na tela o **resultado feliz** descrito na regra.",**Nenhuma série encontrada** + dica de ajustar filtros.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-028,Nenhum resultado,03-SERIES.md,Séries,CT-RN-SERIES-028-N,Negativo: Nenhum resultado — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-028, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Combinação impossível.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Combinação impossível..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-028,Nenhum resultado,03-SERIES.md,Séries,CT-RN-SERIES-028-E,Exploratório: Nenhum resultado — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-028 após o caminho feliz.,Exploratório guiado,Combinação impossível.,"**Charter (15 min)** — área: **Séries** · regra: Nenhum resultado.
**Contexto:** Filtro sem match.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-029,Falha ao recarregar,03-SERIES.md,Séries,CT-RN-SERIES-029-F,Feliz: Falha ao recarregar,Caminho principal que confirma a regra RN-SERIES-029 (Falha ao recarregar).,Funcional manual,Rede off ao filtrar.,"1. Abrir o site e navegar até **Séries**.
2. Cortar rede ao filtrar.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Grade pode zerar; sem crash.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-029,Falha ao recarregar,03-SERIES.md,Séries,CT-RN-SERIES-029-N,Negativo: Falha ao recarregar — degradação sem quebra,"Verificar que, sem a condição da regra RN-SERIES-029, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Rede off ao filtrar.,"1. Abrir o site e navegar até **Séries** com catálogo/API indisponível ou vazio (conforme pré-condição).
2. Aguardar carregamento e interagir com a área afetada.
3. Confirmar estado vazio, mensagem amigável ou retry — sem tela branca.",Grade pode zerar; sem crash.,Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-029,Falha ao recarregar,03-SERIES.md,Séries,CT-RN-SERIES-029-E,Exploratório: Falha ao recarregar — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-029 após o caminho feliz.,Exploratório guiado,Rede off ao filtrar.,"**Charter (15 min)** — área: **Séries** · regra: Falha ao recarregar.
**Contexto:** Erre de rede ao filtrar não derruba página.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-030,Listagem mais permissiva que a home,03-SERIES.md,Séries,CT-RN-SERIES-030-F,Feliz: Listagem mais permissiva que a home,Caminho principal que confirma a regra RN-SERIES-030 (Listagem mais permissiva que a home).,Funcional manual,Série marginal cadastrada.,"1. Abrir o site e navegar até **Séries**.
2. Comparar mesmo título home vs Séries.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Aparece em Séries; pode faltar na home.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-030,Listagem mais permissiva que a home,03-SERIES.md,Séries,CT-RN-SERIES-030-N,Negativo: Listagem mais permissiva que a home — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-030, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Série marginal cadastrada.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Série marginal cadastrada..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-030,Listagem mais permissiva que a home,03-SERIES.md,Séries,CT-RN-SERIES-030-E,Exploratório: Listagem mais permissiva que a home — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-030 após o caminho feliz.,Exploratório guiado,Série marginal cadastrada.,"**Charter (15 min)** — área: **Séries** · regra: Listagem mais permissiva que a home.
**Contexto:** A página Séries pode incluir séries “fracas” (poucos episódios, sem sinopse) que o carrossel Séries da **inicial** exclui.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-031,Lote inicial na grade,03-SERIES.md,Séries,CT-RN-SERIES-031-F,Feliz: Lote inicial na grade,Caminho principal que confirma a regra RN-SERIES-031 (Lote inicial na grade).,Funcional manual,Filtro amplo.,"1. Abrir o site e navegar até **Séries**.
2. Contar cards vs contador.
3. Confirmar na tela o **resultado feliz** descrito na regra.","Dezenas de cards, contador pode ser maior.",Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Negativo,RN-SERIES-031,Lote inicial na grade,03-SERIES.md,Séries,CT-RN-SERIES-031-N,Negativo: Lote inicial na grade — condição não atendida ou perfil inverso,"Verificar que, sem a condição da regra RN-SERIES-031, o comportamento feliz não ocorre indevidamente.",Funcional manual,Oposta ou ausência: Filtro amplo.,"1. Abrir o site e navegar até **Séries**.
2. Montar pré-condição **oposta** à do caminho feliz: Filtro amplo..
3. Executar os mesmos passos do cenário feliz.
4. Registrar se o resultado feliz deixa de ocorrer ou se há mensagem de impedimento.","Sem o cumprimento da regra, o comportamento feliz **não** se manifesta; nenhum defeito de UX (erro não tratado, dado incorreto exposto).",Homologação/produção; preparar **pré-condição oposta** à do caminho feliz,,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
camadas-v1,Exploratório,RN-SERIES-031,Lote inicial na grade,03-SERIES.md,Séries,CT-RN-SERIES-031-E,Exploratório: Lote inicial na grade — charter de risco na tela,Charter exploratório ligado à regra RN-SERIES-031 após o caminho feliz.,Exploratório guiado,Filtro amplo.,"**Charter (15 min)** — área: **Séries** · regra: Lote inicial na grade.
**Contexto:** ~48 cards visíveis por vez sem “carregar mais”.
**Hipóteses:** (H1) estados intermediários (scroll, resize, tema claro/escuro) não quebram o comportamento; (H2) combinação com filtros/busca/modal adjacente não contradiz a regra; (H3) repetição rápida da ação não duplica efeito indevido.
**Fora do escopo:** outras telas, performance profunda, segurança ofensiva.
**Encerramento:** registrar achados com print; vincular desvio à `ID_Regra` se encontrado.",Sessão exploratória concluída; hipóteses verificadas ou desvio aberto com evidência; sem contradição grave ao resultado feliz da regra.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,Pendente TL
camadas-v1,Feliz,RN-SERIES-032,Cards com gêneros e streaming,03-SERIES.md,Séries,CT-RN-SERIES-032-F,Feliz: Cards com gêneros e streaming,Caminho principal que confirma a regra RN-SERIES-032 (Cards com gêneros e streaming).,Funcional manual,Série com gêneros/plataformas.,"1. Abrir o site e navegar até **Séries**.
2. Inspecionar card.
3. Confirmar na tela o **resultado feliz** descrito na regra.",Texto/ícones no card.,Homologação/produção; conforme pré-condição da regra (caminho feliz),,Rascunho camadas (revisar QA),gerar-cenarios-camadas (agente),2026-09-22,Pendente,,,N/A
